N,E,W,X
36, 3.32689, 7, 3362
41, 0.135397, 11, 9687
52, 48.4333, 5, 12461
51, 54.6809, 5, 14386
48, 43.4429, 2, 5166
57, 20.0967, 6, 21588
57, 25.8994, 6, 466
44, 36.5184, 5, 33641
44, 42.3211, 5, 922
54, 61.0832, 2, 15723
53, 62.4952, 2, 0
41, 78.472, 1, 2922
53, 76.0348, 1, 6543
50, 60.9284, 1, 1078
52, 43.5977, 5, 7313
51, 48.8781, 4, 3089
54, 50.4449, 6, 7860
51, 54.6809, 1, 18879
52, 55.2031, 1, 253
46, 57.8723, 0, 3548
47, 66.1315, 0, 467
56, 61.1605, -2, 6119
57, 49.1103, 5, 6438
54, 33.0368, 3, 24895
59, 33.7137, 6, 4085
52, 20.3868, 7, 6185
50, 39.6518, 6, 3671
49, 37.1954, 6, 1804
47, 43.8878, 5, 2143
46, 43.3656, 5, 610
45, 40.9091, 6, 12223
46, 45.2998, 6, 391
46, 45.2998, 6, 259
47, 52.5919, 7, 5897
47, 52.5919, 7, 42
48, 60.8511, 7, 1012
47, 47.7563, 7, 2078
47, 55.4932, 6, 288
36, 65.2224, 3, 5582
49, 47.8337, 8, 65626
46, 30.793, 7, 8867
40, 10.2515, 5, 6869
41, 33.9845, 5, 4382
40, 31.528, 5, 33
37, 13.5203, 5, 2806
37, 27.06, 3, 3162
40, 28.6267, 4, 1882
53, 66.3636, 1, 43131
50, 81.2379, 5, 41770
44, 67.4662, 3, 1449
48, 56.0155, 2, 8200
48, 56.0155, 2, 230
55, 62.5725, 5, 5977
56, 65.029, 6, 241
45, 57.3501, 6, 4377
47, 54.5261, 6, 2017
46, 52.0696, 6, 9
42, 52.882, 6, 32128
43, 55.3385, 5, 1877
45, 55.4159, 5, 3345
52, 64.8743, 5, 13772
51, 31.47, 9, 7194
53, 36.383, -1, 2327
35, 23.1141, 5, 4967
36, 23.6364, 5, 271
47, 38.0851, 5, 7275
47, 38.0851, 5, 55
51, 61.4507, 5, 3283
51, 61.4507, 5, 221
45, 48.646, 4, 6637
43, 49.5358, 4, 462
53, 82.8046, -9, 15175
49, 61.3733, -10, 3958
48, 62.7853, -10, 50
43, 29.2263, -9, 11907
47, 31.3153, -9, 2237
49, 38.1625, -9, 740
48, 39.5745, -9, 7
56, -3.63636, 0, 51659
57, 6.55706, 2, 2403
47, 52.5919, -6, 27306
47, 52.5919, -6, 236
46, 55.9381, -7, 137
47, 58.3946, -7, 801
49, 25.5899, 8, 18051
52, 48.4333, 5, 19158
50, 49.323, 5, 594
45, 46.7118, 3, 7175
46, 45.2998, 3, 5887
40, 27.6596, 7, 22128
44, 2.66925, 11, 14017
49, -5.35783, 12, 4284
52, 28.1238, 10, 5364
48, -2.97872, 9, 9992
48, 2.82398, 10, 782
48, 0.889749, 10, 128
48, 0.889749, 10, 142
46, 5.64797, 10, 168
46, 2.74662, 6, 4864
39, 26.1702, 2, 7854
46, 35.6286, 1, 3385
45, 24.4681, 6, 7017
58, 32.2244, 3, 16892
52, 43.5977, 3, 26050
37, 40.5996, 4, 8137
44, 31.6828, 7, 6234
47, 40.9865, 6, 4758
44, 35.5513, 6, 5259
52, 59.0716, 6, 26059
53, 59.5938, 6, 389
52, 45.5319, 5, 12173
45, 44.7776, 4, 7565
42, 23.8685, 9, 14967
50, 31.9149, 6, 10852
53, 36.383, 2, 10296
57, 65.5513, 5, 22688
49, 53.6364, 11, 6178
49, 58.472, 10, 941
50, 62.8627, 11, 381
49, 73.9458, 7, 14824
47, 62.2631, 7, 2737
42, 72.2244, 3, 14435
43, 78.5493, 2, 893
42, 76.0928, 2, 0
53, 62.4952, 6, 7293
41, 38.8201, 4, 10426
37, 28.9942, 7, 2542
42, 23.8685, 9, 1807
41, 15.6093, 6, 2059
41, 19.4778, 5, 168
37, 19.323, 5, 229
45, 33.1721, 4, 7306
42, 50.9478, 3, 1567
48, 40.5416, 5, 22121
33, 28.8395, 5, 35498
32, 24.4487, 5, 5
42, 49.9807, 3, 28864
45, 38.9749, 5, 5040
45, 35.1064, 5, 293
37, 25.1257, 4, 3112
48, 39.5745, 5, 5071
50, 17.4081, 6, 3617
55, 12.2824, 7, 11062
44, 31.6828, 3, 8624
53, 41.2186, 2, 8979
50, 42.5532, 2, 5931
46, 25.9574, 4, 11962
44, 27.8143, 4, 21941
38, 27.5822, 1, 16255
37, 17.3888, 1, 1325
37, 25.1257, 4, 1973
38, 27.5822, 4, 253
35, 26.0155, 3, 923
35, 27.9497, 2, 4402
32, 34.1199, 3, 1841
32, 34.1199, 3, 221
44, 53.9265, 1, 30845
45, 58.3172, 1, 270
43, 46.6344, 3, 10133
49, 52.6692, 6, 6619
48, 37.6402, 0, 6581
41, 34.9516, 8, 12264
42, 25.8027, 3, 15574
41, 23.3462, 3, 127
44, 19.1103, 4, 3763
44, 17.176, 5, 1525
43, 48.5687, 4, 2742
40, 31.528, 2, 4492
38, 24.6809, 2, 6300
28, 25.2611, 3, 10273
38, 33.3849, 1, 13314
38, 31.4507, 2, 1614
58, 18.6847, 9, 40094
57, 13.3269, 9, 3
56, 10.8704, 9, 39
54, -0.812379, 8, 3169
53, 4.46809, 8, 644
46, 10.4836, 5, 6661
43, 55.3385, 5, 17731
43, 51.47, 5, 666
53, 60.5609, 4, 11582
49, 47.8337, 7, 24039
46, 41.4313, 7, 4509
47, 41.9536, 7, 235
50, 34.8162, 10, 5766
50, 33.8491, 1, 6565
56, 62.1277, 4, 15655
39, 7.79497, 2, 29932
35, 9.57447, 2, 6398
40, 8.31721, 3, 1922
50, 58.0271, 10, 36130
53, 58.6267, 13, 5607
54, 38.8395, 13, 1026
55, 27.7563, 13, 2704
54, 27.234, 13, 16
61, 42.4952, 12, 3805
64, 53.7331, 11, 4569
60, 41.0058, 10, 4105
60, 36.1702, 10, 705
50, 45.4545, 4, 9491
54, 20.4642, 10, 24327
47, 56.4603, 0, 15769
49, 74.913, 3, 7752
47, 63.2302, 2, 3332
63, 58.0464, 7, 14792
64, 60.5029, 7, 427
59, 59.8259, 7, 442
62, 40.1161, 7, 4604
51, 44.0426, 7, 10970
52, 75.5126, 7, 6847
53, 76.0348, 7, 241
52, 69.7099, 7, 0
61, 48.2979, 1, 21116
61, 48.2979, 1, 52
58, 70.9091, 1, 7005
51, 69.1876, 2, 13917
56, 72.766, 8, 3421
56, 61.1605, 8, 2047
54, 62.0503, 8, 293
47, 44.8549, 7, 13665
49, 56.5377, 7, 7261
51, 67.2534, 7, 24756
45, 54.4487, 7, 5022
43, 53.4043, 5, 1339
52, 55.2031, 5, 6733
46, 50.1354, 5, 1242
49, 51.7021, 3, 2335
47, 66.1315, 0, 6131
60, 77.7563, 3, 37855
61, 84.0812, 3, 636
54, 63.9845, 5, 2714
52, 62.94, 7, 4986
58, 44.7969, 8, 6389
40, 32.4952, 7, 14470
40, 34.4294, 7, 214
41, 38.8201, 7, 395
40, 36.3636, 6, 67
44, 43.2882, 4, 5971
49, 33.3269, 5, 9373
54, 10.793, 5, 10393
51, 33.4043, 1, 33169
51, 28.5687, 6, 10789
63, 38.7041, 6, 9256
57, 24.9323, 4, 4529
58, 23.5203, 4, 386
58, 25.4545, 7, 4987
52, 30.058, 6, 2031
51, 45.0097, 10, 6496
42, 24.8356, 5, 8557
48, 36.6731, 8, 3621
46, 33.6944, 6, 167
41, 33.0174, 3, 20832
35, 43.4236, 2, 8810
35, 41.4894, 2, 68
43, 41.7988, 4, 4306
44, 51.9923, 4, 1000
48, 44.4101, 4, 4614
47, 41.9536, 4, 15
50, 0.967118, 6, 22246
53, 3.50097, 9, 5618
63, 44.5068, 7, 16854
56, 23.4429, 9, 3041
47, 28.4139, 4, 10759
44, 32.6499, 8, 19000
42, 29.6712, 7, 5896
42, 29.6712, 7, 90
41, 27.2147, 7, 1098
52, 24.2553, 14, 16189
51, 63.3849, -1, 40758
52, 60.0387, -1, 5734
45, 33.1721, 4, 16960
47, 35.1838, 4, 2937
51, 54.6809, 4, 2315
49, 38.1625, 4, 16019
49, 37.1954, 5, 292
54, 61.0832, 6, 9343
54, 61.0832, 6, 42
54, 66.8859, 6, 282
48, 34.7389, 4, 2256
43, 42.766, 5, 8386
40, 43.1335, 4, 3972
37, 61.8762, 5, 2901
36, 59.4197, 5, 269
40, 52.8046, 3, 7455
42, 52.882, -2, 4929
50, 59.9613, -2, 13220
52, 43.5977, 1, 26817
49, 48.8008, 6, 6513
39, 51.3153, 5, 11358
48, 70.5222, 6, 6387
51, 46.9439, 5, 2995
58, 75.7447, 5, 8573
61, 86.0155, 4, 10854
62, 82.6692, 4, 299
54, 71.7215, 4, 6410
38, 24.6809, 1, 26429
42, 18.0658, 1, 5222
42, 18.0658, 1, 38
47, 12.94, 4, 8164
46, 12.4178, 4, 0
57, 4.62282, 7, 14334
45, 54.4487, 4, 35088
46, 56.9052, 4, 319
44, 44.2553, 4, 1694
45, 42.8433, 4, 507
49, 20.7544, 4, 5939
49, 79.7485, 6, 15186
56, 86.3056, 8, 5554
56, 86.3056, 8, 50
56, 80.5029, 7, 6049
59, 61.7602, 9, 3992
65, 40.7157, 13, 10903
47, 44.8549, 8, 18248
45, 20.5996, 6, 7443
47, 47.7563, 7, 8804
47, 49.6905, 7, 651
55, 40.3288, 10, 5259
42, 14.1973, 7, 4033
39, 26.1702, 3, 12695
43, 35.9961, 3, 1501
45, 31.2379, 3, 1123
46, 34.6615, -1, 20986
43, 31.1605, 4, 2681
43, 35.029, 2, 4143
44, 37.4855, 2, 913
48, 56.9826, 2, 3181
48, 60.8511, 2, 112
49, 65.2418, 2, 297
34, 48.7041, 5, 39071
34, 48.7041, 5, 248
39, 54.2166, 5, 1295
39, 54.2166, 5, 38
33, 47.2147, 6, 2106
38, 44.0232, 7, 2043
39, 46.4797, 7, 231
45, 59.2843, 4, 9603
50, 70.5996, 4, 3819
47, 32.2824, 3, 11614
46, 29.8259, 3, 0
52, 20.3868, 7, 5936
51, 5.35783, 8, 2050
40, 25.7253, 7, 42413
40, 19.9226, 7, 299
36, 22.6692, 6, 681
43, 7.94971, 9, 4170
42, 7.42747, 9, 0
45, 9.96132, 9, 997
45, 31.2379, 6, 2596
42, 31.6054, 6, 425
43, 37.9304, 6, 536
53, 18.9749, 9, 13900
55, 16.1509, 8, 2770
48, 16.3636, 6, 7155
36, 23.6364, 4, 9745
42, 11.2959, 3, 7067
52, 20.3868, 3, 7034
47, 46.7892, 2, 6718
51, 42.1083, 4, 5707
47, 49.6905, 3, 14327
39, 28.1044, 6, 39978
38, 25.648, 6, 387
39, 18.4333, 7, 6728
39, 31.9729, 4, 5658
40, 38.2979, 4, 373
41, 61.0638, 3, 6736
44, 35.5513, 3, 30185
44, 28.7814, 2, 1504
46, 14.352, 3, 1866
52, 39.7292, 5, 11536
50, 58.0271, 4, 10019
49, 17.853, 7, 4532
48, 13.4623, 7, 0
54, 25.2998, 7, 8981
52, 28.1238, 7, 3
56, 22.4758, 7, 2225
52, 18.4526, 6, 9423
47, 9.07157, 6, 14702
44, 22.9787, 6, 4137
39, 41.6441, 2, 2574
41, 42.6886, 2, 840
41, 43.6557, 2, 1282
49, 36.2282, 6, 11835
56, 31.1799, 7, 3769
61, 55.0677, 8, 4413
64, 34.3907, 9, 4344
45, 31.2379, 9, 5462
44, 28.7814, 9, 135
55, 53.8685, 11, 7323
59, 44.352, 8, 4468
58, 43.8298, 8, 82
57, 58.7814, 7, 3236
58, 61.2379, 7, 585
47, 21.6441, 4, 40555
47, 32.2824, 10, 10986
47, 35.1838, 10, 689
47, 34.2166, 10, 814
46, 31.7602, 10, 47
43, 14.7195, 10, 6206
41, 14.6422, 11, 4555
39, 58.0851, 6, 19382
45, 49.6132, 6, 3408
48, 47.3114, 5, 17096
48, 54.0812, 2, 10066
44, 59.7292, 3, 6994
47, 45.8221, 5, 15947
47, 43.8878, 3, 224
60, 49.7099, 6, 6734
59, 52.089, 6, 418
54, 39.8066, 6, 8930
54, 52.3791, 5, 2978
47, 50.6576, 6, 5901
46, 46.2669, 6, 0
41, 76.5377, 5, 6843
42, 77.06, 5, 299
42, 77.06, 5, 54
45, 79.5938, 5, 3485
61, 38.6267, 4, 35683
59, 46.2863, 6, 9545
61, 34.7582, 5, 12665
45, 67.0213, 2, 9241
48, 41.5087, 1, 8990
41, 39.7872, 1, 8650
48, 39.5745, 4, 6956
45, 34.1393, 3, 12055
48, 55.0484, 4, 22040
40, 38.2979, 4, 12534
46, 36.5957, 4, 4638
40, 36.3636, 6, 10952
48, 11.528, 4, 11583
48, 14.4294, 6, 995
47, 8.10445, 6, 148
44, 28.7814, 6, 30188
40, 55.706, 7, 12911
39, 49.381, 7, 51
39, 41.6441, 7, 1360
44, 55.8607, 8, 17260
45, 60.2515, 9, 764
43, 45.6673, 8, 1528
44, 46.1896, 8, 340
43, 47.6015, 7, 300
44, 24.913, 9, 18509
44, 65.5319, 10, 17528
46, 66.5764, 10, 2763
47, 69.0329, 10, 315
46, 68.5106, 10, 193
47, 69.0329, 10, 287
44, 64.5648, 7, 5581
49, 58.472, 8, 4708
48, 54.0812, 8, 0
49, 56.5377, 8, 223
48, 52.147, 8, 41
47, 51.6248, 7, 21
49, 40.0967, 7, 14775
50, 35.7834, 10, 19921
49, 21.7215, 10, 2484
46, 28.8588, 7, 5028
36, 25.5706, 7, 3045
43, 31.1605, 5, 4150
42, 32.5725, 5, 89
55, 46.1315, 6, 21999
47, 46.7892, 1, 21880
46, 46.2669, 1, 0
50, 36.7505, 1, 12305
46, 24.9903, 8, 8677
45, 41.8762, 9, 3124
44, 37.4855, 8, 181
48, 58.9168, 10, 11759
37, 39.6325, 3, 21893
36, 35.2418, 3, 255
38, 36.2863, 5, 13936
36, 17.8337, 6, 4005
38, 45.9574, 5, 30140
43, 41.7988, 7, 6144
34, 12.9207, 3, 21195
47, 49.6905, 4, 13156
38, 60.4642, 3, 14323
42, 41.2766, 6, 2550
49, 39.1296, 3, 24830
50, 43.5203, 3, 470
53, 63.4623, 6, 37010
53, 67.3308, 7, 327
52, 64.8743, 7, 89
46, 31.7602, 10, 7273
59, 40.4836, 7, 24300
51, 3.4236, 10, 13516
54, -2.74662, 9, 5653
50, 5.68434e-14, 9, 2385
48, 27.9691, 9, 9139
47, 11.0058, 3, 32334
45, 17.6983, 6, 337
53, 2.53385, 2, 26095
47, -1.56673, 3, 3192
47, -1.56673, 3, 20
45, 11.8956, 3, 10483
44, 16.2089, 6, 1955
40, 38.2979, 5, 3176
41, 45.5899, 5, 9426
49, 33.3269, 4, 5848
51, 31.47, 3, 9565
46, 52.0696, 4, 4958
46, 50.1354, 6, 1149
42, 42.2437, 4, 1116
43, 42.766, 4, 691
48, 50.2128, 0, 12189
47, 43.8878, 0, 506
57, 53.9458, 9, 28828
60, 53.5783, 9, 1103
59, 53.0561, 8, 81
66, 72.1857, 6, 20736
59, 62.7273, 5, 3926
59, 55.9574, 0, 6848
54, 51.412, 3, 16034
42, 39.3424, 6, 9362
42, 50.9478, 4, 7972
49, 43.9652, 4, 5825
55, 65.4739, 5, 21151
53, 60.5609, 5, 175
50, 57.06, 4, 601
36, 68.1238, 4, 7763
35, 67.6015, 4, 33
32, 53.4623, 2, 10923
38, 68.2012, 4, 9324
45, 76.6925, 4, 3503
50, 76.4023, 5, 3469
59, 54.9903, 3, 12447
56, 65.029, 3, 3216
56, 63.0948, 3, 185
56, 63.0948, 3, 72
51, 67.2534, 4, 7585
49, 54.6035, 8, 31126
44, 54.8936, 6, 11330
43, 52.4371, 6, 43
39, 40.677, 5, 11305
40, 37.3308, 5, 259
40, 38.2979, 3, 5469
43, 35.9961, 5, 1211
45, 18.6654, 5, 38049
45, 51.5474, 5, 10247
46, 45.2998, 4, 10645
43, 45.6673, 4, 552
43, 61.1412, 5, 3493
44, 41.354, 4, 6625
36, 8.16248, 4, 4527
41, 39.7872, 3, 3848
49, 50.735, 6, 7033
51, 58.5493, 6, 1498
33, 38.5106, 5, 18814
33, 24.0039, 1, 6896
34, 26.4603, 1, 669
46, 34.6615, 7, 35813
51, 40.1741, 6, 3988
44, 31.6828, 5, 2584
45, 38.0077, 5, 1295
57, 53.9458, 8, 14387
57, 68.4526, 7, 3630
37, 36.7311, 2, 12397
37, 23.1915, 4, 1142
41, 43.6557, 4, 10401
40, 41.1992, 4, 54
41, 45.5899, 4, 363
28, 49.4391, 3, 2683
35, 46.325, 4, 5285
35, 46.325, 4, 128
37, 50.2708, 3, 2236
48, 63.7524, 1, 9827
40, 41.1992, 3, 10326
41, 46.5571, 4, 7112
43, 45.6673, 4, 1092
38, 58.53, 3, 371
51, 64.352, 3, 20260
50, 63.8298, 3, 719
50, 63.8298, 3, 128
59, 59.8259, 8, 9332
56, 36.0155, 9, 15661
60, 49.7099, 11, 6319
58, 54.4681, 11, 8878
51, 64.352, 7, 3940
51, 65.3191, 7, 608
51, 78.8588, 8, 6394
51, 78.8588, 8, 30
50, 71.5667, 7, 135
36, 12.0309, 8, 11987
46, 3.71373, 7, 8085
38, 59.4971, 9, 35900
35, 54.0619, 8, 5540
43, 41.7988, 10, 4188
46, 68.5106, 5, 9790
51, 66.2863, 3, 15000
50, 58.0271, 2, 20355
43, 43.7331, 4, 8834
40, 35.3965, 1, 18039
34, 58.3752, 1, 3457
35, 60.8317, 1, 263
37, 63.8104, 0, 3418
40, 67.3114, 2, 876
44, 63.5977, 2, 1841
52, 37.795, 6, 30971
51, 27.6015, 6, 1044
51, 54.6809, 6, 6524
51, 50.8124, 6, 9956
50, 44.4874, 6, 49
50, 43.5203, 5, 10176
56, 41.8182, 1, 3628
56, 51.4894, 2, 4242
55, 52.9014, 2, 53
52, 18.4526, 1, 28360
51, 18.8975, 1, 329
50, 20.3095, 1, 549
51, -8.18182, 7, 5981
61, 19.2843, 8, 7915
53, 14.1393, 7, 10349
54, 16.5957, 7, 508
58, 20.619, 9, 2874
56, 30.2128, 3, 544
55, 20.0193, 2, 10384
53, 16.0735, 0, 3711
59, 46.2863, 0, 16067
60, 46.8085, 1, 362
53, 41.2186, 3, 2426
57, 33.6364, 6, 19036
50, 20.3095, 5, 15862
50, 22.2437, 4, 90
46, 10.4836, 4, 2985
32, 1.23791, 5, 8500
46, 12.4178, 1, 9374
46, 15.3191, 1, 3251
48, 43.4429, 6, 28211
45, 46.7118, 4, 12846
47, 50.6576, 4, 598
46, 45.2998, 4, 4458
56, 42.7853, 3, 3424
60, 52.6112, 3, 2275
52, 37.795, 4, 13728
50, 37.7176, 4, 487
49, 36.2282, 4, 3
48, 33.7718, 1, 463
42, 21.9342, 2, 55558
45, 17.6983, 2, 1174
47, 18.7427, 2, 520
40, 23.7911, 3, 12175
44, 39.4197, 3, 4488
44, 39.4197, 3, 751
43, 33.0948, 3, 0
42, 39.3424, 4, 6724
43, 40.8317, 4, 239
35, 31.8182, 5, 5091
42, 36.441, 6, 25198
43, 29.2263, 5, 34642
40, 26.6925, 5, 2423
47, 20.677, 8, 17769
49, 28.4913, 10, 26831
49, 24.6228, 7, 7868
47, 28.4139, 2, 1529
46, 29.8259, 4, 3290
58, 47.6983, 3, 27679
55, 31.6248, 4, 9065
57, 32.6692, 4, 1716
52, 67.7756, 4, 16664
53, 56.6925, 3, 5783
51, 53.7137, 5, 4824
52, 52.3017, 5, 364
55, 50, -1, 1629
47, 41.9536, 0, 7600
37, 33.8298, -2, 7140
38, 34.352, -2, 315
38, 28.5493, 7, 17739
41, 33.9845, 4, 10247
46, 38.53, 5, 9954
50, 61.8956, 9, 42197
50, 70.5996, 9, 10433
49, 68.1431, 9, 930
56, 60.1934, 8, 14584
56, 65.029, 8, 668
54, 62.0503, 8, 727
50, 28.0464, 7, 23928
49, 25.5899, 7, 265
42, 1.62476, 1, 10846
47, 15.8414, 7, 8810
48, 16.3636, 7, 850
48, 22.1663, 7, 721
45, 34.1393, 4, 6906
47, 30.3482, 4, 2438
46, 27.8917, 4, 183
45, 27.3694, 4, 27
38, 20.8124, 6, 2811
40, 29.5938, 5, 16764
37, 30.9284, 2, 16681
42, 45.1451, 2, 2553
44, 30.7157, 1, 4747
47, 49.6905, 1, 5196
49, 58.472, 1, 1616
50, 58.9942, 1, 391
53, 27.6789, 5, 21968
53, 33.4816, 5, 253
46, 10.4836, 1, 15036
48, 11.528, 2, 3864
48, 36.6731, -5, 8490
48, 38.6074, -4, 17192
44, 52.9594, -5, 2863
45, 77.6596, 1, 38236
45, 81.528, 1, 267
46, 74.3133, 1, 867
55, 112.863, -3, 30515
55, 83.8491, -4, 10700
59, 82.0696, -2, 2242
55, 85.7834, -3, 18748
55, 71.2766, 5, 2213
63, 91.8956, 7, 14885
52, 86.1509, 6, 2104
44, 47.1567, 6, 25385
48, 56.0155, 10, 13301
61, 72.4758, 8, 10157
52, 56.1702, -4, 8571
54, 78.4913, -2, 9542
55, 82.882, -2, 547
46, 56.9052, 8, 9967
46, 53.0368, 5, 21232
38, 45.9574, 6, 17373
48, 27.0019, 9, 45636
48, 35.706, 7, 16002
49, 40.0967, 7, 229
43, 32.1277, 4, 5073
48, 14.4294, 2, 18265
46, 32.7273, 7, 10997
50, 43.5203, 6, 3044
49, 44.9323, 6, 0
52, 47.4662, 7, 3124
46, 10.4836, 8, 29425
46, 10.4836, 8, 48
45, 16.7311, 8, 811
47, 19.7099, 8, 1249
52, 29.0909, 7, 10126
52, 27.1567, 7, 49
55, 36.4603, 5, 13004
49, 13.0174, 7, 14123
50, 13.5397, 7, 595
50, 24.1779, 7, 6930
52, 20.3868, 7, 1037
31, 28.7621, 4, 25817
34, 26.4603, 4, 1407
52, 59.0716, 7, 19269
53, 59.5938, 7, 349
56, 33.1141, 5, 22041
45, 35.1064, 6, 3598
50, 61.8956, 3, 9264
51, 58.5493, 3, 352
52, 57.1373, 4, 249
45, 53.4816, 2, 13402
47, 52.5919, 2, 2622
47, 52.5919, 2, 221
46, 48.2012, 2, 77
47, 50.6576, 2, 327
55, 49.0329, 5, 25569
47, 15.8414, 0, 10727
44, 22.9787, -1, 1600
39, 58.0851, 7, 7053
49, 39.1296, 2, 19210
49, 38.1625, 0, 4353
50, 39.6518, 0, 717
57, 36.5377, 3, 4209
54, 36.9052, 2, 1664
53, 34.4487, 2, 35
52, 30.058, 2, 15
49, 19.7872, 4, 13024
47, 17.7756, 4, 3800
56, 36.9826, 4, 25347
52, 35.8607, 3, 587
45, 46.7118, 5, 18390
46, 49.1683, 5, 391
42, 12.2631, 4, 14674
41, 12.7079, 4, 227
46, 19.1876, -6, 33475
48, 24.1006, -6, 1503
47, 23.5783, -6, 349
32, 24.4487, 5, 6270
32, 23.4816, 4, 2089
30, 20.5029, 4, 162
34, 23.559, 3, 2834
42, 29.6712, 2, 6334
41, 25.2805, 2, 43
54, 46.5764, 7, 33720
47, 47.7563, 6, 7909
44, 30.7157, 6, 26877
42, 11.2959, 5, 5068
57, 36.5377, 9, 10950
45, 59.2843, 7, 22970
48, 55.0484, 7, 2228
53, 69.265, 6, 19728
54, 69.7872, 6, 223
53, 81.8375, 3, 2834
52, 92.9207, 4, 5545
53, 91.5087, 4, 351
54, 92.0309, 4, 321
55, 96.4217, 4, 5121
54, 90.0967, 4, 45
50, 52.2244, 5, 13031
51, 50.8124, 5, 415
50, 52.2244, 5, 63
48, 58.9168, 7, 4754
46, 60.7737, 7, 4668
45, 59.2843, 6, 4183
39, 74.5261, 5, 6539
48, 59.8839, 7, 13082
56, 36.9826, 10, 18522
55, 34.5261, 10, 35
45, 27.3694, 3, 2816
49, 53.6364, 6, 11355
50, 32.882, 13, 16960
51, 29.5358, 13, 409
50, 33.8491, 13, 2926
48, 29.9033, 10, 2741
47, 27.4468, 10, 381
51, 33.4043, 8, 26326
51, 38.2398, 8, 84
67, 17.5822, -1, 43466
62, 36.2476, -1, 1386
56, 39.8839, 2, 1211
54, 55.2805, 2, 8477
52, 61.9729, 4, 6635
52, 53.2689, 3, 2939
52, 53.2689, 3, 46
47, 70, 2, 4941
45, 72.824, 0, 3411
45, 58.3172, 1, 7133
45, 58.3172, 1, 34
52, 55.2031, 3, 16346
49, 42.0309, 2, 6164
50, 40.619, 3, 293
47, 48.7234, 2, 524
47, 44.8549, 3, 732
46, 77.2147, 2, 10269
42, 75.1257, 2, 208
41, 74.6035, 2, 715
39, 75.4932, -1, 1593
38, 76.9052, -2, 45
38, 70.1354, -2, 3585
37, 63.8104, -2, 53
41, 46.5571, -2, 8004
42, 57.7176, -2, 1851
42, 59.6518, -2, 318
43, 57.2727, -1, 2673
41, 56.2282, 1, 1448
46, 59.8066, 4, 4964
50, 51.2573, 3, 5140
50, 51.2573, 3, 194
49, 52.6692, 3, 64
48, 48.2785, 3, 125
49, 46.8665, 5, 293
59, 43.3849, 6, 7877
57, 49.1103, 6, 947
58, 27.3888, 7, 12629
59, 30.8124, 5, 6225
53, 27.6789, 3, 2595
45, 34.1393, 7, 26371
44, 31.6828, 7, 0
47, 36.1509, 7, 1311
50, 29.0135, 6, 2352
50, 35.7834, 5, 3150
51, 35.3385, 5, 4544
40, 28.6267, 5, 876
40, 23.7911, 2, 3492
41, 24.3133, 2, 299
53, 50.8897, 2, 19136
33, 69.4584, 0, 7978
33, 69.4584, 0, 156
32, 63.1335, 0, 17
29, 51.8956, 0, 552
31, 47.1373, 0, 1078
33, 53.0174, 1, 3533
32, 50.5609, 1, 109
33, 51.0832, 1, 317
32, 50.5609, 2, 1987
41, 24.3133, 3, 18809
34, 32.2631, 2, 1306
39, 14.5648, 5, 6770
44, 23.9458, 5, 2252
41, 29.1489, 4, 7655
41, 34.9516, 4, 286
39, 17.4662, 4, 3049
49, 23.6557, 7, 3631
48, 20.2321, 4, 12417
50, 6.76983, 4, 1674
52, 5.88008, 4, 735
69, 66.9826, 4, 16565
60, 66.1509, 3, 5350
58, 68.0077, 4, 8656
54, 52.3791, 4, 13431
52, 37.795, 4, 4540
44, 43.2882, 1, 45741
44, 37.4855, 3, 724
46, 49.1683, 6, 18463
48, 42.4758, 6, 546
49, 31.3926, 6, 1151
46, 44.3327, 8, 2589
47, 44.8549, 8, 1267
44, 54.8936, 6, 444
36, 44.913, 4, 2028
38, 27.5822, 6, 6060
39, 28.1044, 7, 547
51, 49.8453, 6, 24933
50, 49.323, 6, 5
49, 41.0638, 6, 1274
48, 42.4758, 2, 1478
51, 44.0426, 5, 2155
43, 10.8511, 3, 10736
38, 29.5164, 2, 12076
47, 23.5783, 5, 5311
45, 27.3694, 7, 14155
46, 35.6286, 5, 3345
45, 43.8104, 5, 2490
44, 35.5513, 4, 12261
50, 52.2244, 7, 17427
59, 29.8453, 8, 3084
61, 54.1006, 0, 25199
47, 56.4603, 3, 22193
48, 56.0155, 4, 8170
50, 41.5861, 8, 4518
46, 26.9246, 10, 1257
49, 51.7021, 10, 4966
48, 13.4623, 10, 15628
42, 20.9671, 9, 14442
52, 37.795, 8, 8870
68, 60.6576, 10, 14826
51, 40.1741, 7, 4893
47, 19.7099, 7, 3405
38, 35.3191, 7, 13859
37, 37.6983, 7, 963
37, 58.9749, 5, 7277
37, 54.1393, 4, 644
30, 47.5822, 3, 2471
32, 54.4294, 3, 1533
31, 33.5977, 4, 3348
31, 33.5977, 4, 26
25, 40.1354, 2, 2730
24, 33.8104, 4, 1367
25, 32.3985, 4, 2281
29, 34.4874, 2, 3538
39, 11.6634, 4, 5847
41, 18.5106, 3, 3969
48, 42.4758, 3, 17682
51, 33.4043, 9, 16914
51, 37.2727, 1, 2465
57, 50.0774, 0, 29477
66, 43.1721, 3, 16074
64, 44.0619, 3, 91
62, 50.7544, 1, 3906
53, 55.7253, 0, 6417
52, 42.6306, 0, 3181
55, 50, 0, 4443
47, 33.2495, 5, 18867
51, 55.648, 3, 27512
55, 59.6712, 3, 1582
55, 63.5397, 3, 286
47, 40.9865, -3, 3967
