N,E,W,X
49, 56.5377, -3, 3536
47, 57.4275, -3, 490
51, 48.8781, -3, 6892
52, 52.3017, -3, 1956
49, 31.3926, -3, 4666
43, 44.7002, 6, 14061
41, 38.8201, 6, 1436
40, 36.3636, 6, 27
48, 12.4952, 9, 7342
47, 34.2166, 2, 17915
56, 60.1934, 0, 11341
44, 49.0909, 4, 23170
45, 48.646, 3, 4196
35, 46.325, 2, 10418
35, 46.325, 2, 296
41, 34.9516, 1, 4885
36, 43.9458, 1, 2721
36, 40.0774, 1, 688
34, 37.0986, 1, 1361
43, 46.6344, 7, 11541
44, 53.9265, 8, 773
47, 58.3946, 3, 33016
42, 44.1779, 2, 2677
36, 56.5184, 1, 4268
34, 41.9342, 3, 5656
42, 15.1644, 6, 54405
45, 17.6983, 9, 4408
51, 43.0754, 11, 5205
51, 43.0754, 10, 213
43, 35.029, 7, 28829
49, 29.4584, 4, 9644
56, 38.9168, 3, 5309
58, 43.8298, 4, 1886
57, 39.4391, 4, 435
57, 37.5048, 4, 51
47, 35.1838, 4, 15750
47, 44.8549, 9, 4901
39, 40.677, 2, 13541
50, 62.8627, 5, 25584
49, 26.5571, 8, 14277
49, 29.4584, 8, 634
44, 55.8607, 7, 5412
48, 54.0812, 8, 986
47, 51.6248, 7, 43
46, 49.1683, 7, 67
43, 43.7331, 7, 396
42, 47.0793, 7, 505
40, 47.0019, 8, 2430
41, 43.6557, 8, 264
36, 28.472, 6, 2248
45, 33.1721, 5, 9448
44, 42.3211, 8, 11020
53, 63.4623, 2, 21036
52, 61.0058, 2, 227
50, 48.3559, 9, 26980
47, 48.7234, 9, 461
54, 35.9381, 9, 38540
61, 18.3172, 8, 3975
68, 38.4139, 6, 10329
62, 43.0174, 5, 2630
62, 43.0174, 5, 69
59, 30.8124, 7, 3926
53, 34.4487, 8, 16979
52, 37.795, 8, 385
50, 51.2573, 7, 681
54, 41.7408, 7, 2289
48, 30.8704, 6, 2395
43, 35.029, 4, 21203
49, 51.7021, 7, 13378
39, 40.677, 4, 1541
41, 34.9516, 3, 2513
33, 29.8066, 6, 31507
34, 32.2631, 6, 229
44, 36.5184, 7, 7224
52, 46.499, 7, 15396
51, 50.8124, 7, 3977
54, 19.4971, 11, 31398
46, 6.61509, 8, 2685
59, 59.8259, 4, 21288
58, 57.3694, 4, 420
47, 40.0193, 5, 12545
48, 40.5416, 6, 279
43, 45.6673, 2, 3355
45, 18.6654, 5, 16302
47, 12.94, 3, 3894
40, 35.3965, -2, 2636
39, 32.94, -2, 0
41, 26.2476, -2, 802
42, 26.7698, -2, 554
45, 22.5338, 1, 1050
44, 33.617, 4, 12069
46, 36.5957, 2, 630
46, 38.53, 4, 312
41, 45.5899, 3, 4084
40, 45.0677, 3, 19
39, 41.6441, 4, 1195
44, 21.0445, 5, 22499
48, 36.6731, 8, 48393
47, 32.2824, 8, 287
45, 33.1721, 8, 303
37, 11.5861, 6, 6100
49, 44.9323, 9, 17156
52, 30.058, 8, 3948
53, 30.5803, 9, 565
50, 38.6847, 8, 83
49, 34.294, 8, 117
51, 29.5358, 6, 1699
41, 32.0503, 4, 4284
41, 32.0503, 7, 15873
48, 39.5745, -2, 19266
50, 36.7505, 9, 10372
31, 41.3346, 3, 27915
30, 35.9768, 2, 208
32, 42.824, 2, 601
37, 50.2708, 2, 2910
35, 81.1412, 3, 7694
39, 81.2959, 5, 4545
42, 88.6654, 5, 9419
43, 93.0561, 5, 279
49, 55.5706, 4, 21534
48, 51.1799, 4, 457
50, 48.3559, 7, 5605
50, 46.4217, 8, 242
50, 40.619, 8, 119
56, 28.2785, 7, 12368
56, 34.0812, 5, 522
55, 41.2959, 3, 9754
52, 42.6306, 2, 5938
56, 64.0619, 2, 2392
53, 31.5474, 5, 19614
50, 31.9149, 5, 899
48, 59.8839, 3, 11538
48, 61.8182, 3, 352
43, 43.7331, 2, 8986
43, 35.029, 4, 9152
46, 44.3327, 3, 1763
45, 43.8104, 2, 3
45, 40.9091, 2, 348
52, 44.5648, 6, 14341
60, 56.4797, 7, 4019
57, 46.2089, 5, 15519
63, 72.5532, 7, 17613
56, 58.2592, 9, 9383
55, 63.5397, 9, 3
54, 63.0174, 9, 710
49, 79.7485, 8, 27343
53, 48.9555, 3, 17356
37, 55.1064, 3, 11768
46, 26.9246, 5, 24318
47, 46.7892, 1, 3705
49, 48.8008, 3, 2529
48, 46.3443, 3, 35
51, 31.47, 5, 7527
39, 44.5455, 6, 8453
40, 39.265, 6, 489
41, 51.3926, 5, 1619
41, 57.1954, 5, 464
48, 30.8704, 6, 3640
45, 40.9091, 6, 463
46, 45.2998, 6, 275
47, 41.9536, 6, 639
50, 53.1915, 8, 5324
42, 39.3424, -1, 53896
40, 44.1006, -3, 2468
41, 44.6228, -3, 227
41, 46.5571, -3, 771
44, 26.8472, -3, 6227
41, 31.0832, -2, 5829
37, 30.9284, -5, 5047
37, 30.9284, -5, 52
36, 32.3404, -5, 686
41, 65.8994, 2, 17553
43, 66.9439, 3, 612
46, 59.8066, 5, 3286
40, 39.265, 3, 17331
49, 54.6035, 8, 21038
58, 56.4023, 6, 6809
46, 56.9052, 8, 11327
48, 57.9497, 5, 7243
58, 42.8627, 8, 4170
58, 42.8627, 8, 168
57, 42.3404, 8, 19
62, 62.3598, 6, 12651
61, 38.6267, 7, 15062
53, 31.5474, 5, 3809
53, 31.5474, 5, 987
48, 45.3772, 2, 7506
50, 43.5203, 2, 3631
39, 53.2495, 5, 21235
38, 27.5822, -3, 12633
41, 23.3462, -3, 1224
41, 22.3791, -3, 2753
54, 46.5764, 5, 14039
37, 43.501, 3, 3984
34, 41.9342, 3, 804
37, 39.6325, 2, 16909
38, 40.1547, 2, 429
36, 35.2418, 5, 5429
35, 34.7195, 5, 219
45, 26.4023, 9, 5469
45, 3.19149, 8, 2810
44, -1.19923, 7, 333
35, 24.0812, 4, 4639
33, 21.1025, 3, 1505
42, 33.5397, 2, 16260
47, 37.118, 4, 13362
47, 44.8549, 4, 1255
50, 42.5532, 5, 1242
43, 35.029, 5, 14915
43, 41.7988, 4, 4819
51, 15.029, 4, 23134
51, 16.9632, 4, 130
38, 27.5822, 7, 19990
37, 28.9942, 8, 553
48, 49.2456, 5, 32365
59, 68.53, 4, 26175
50, 71.5667, 10, 19948
47, 77.7369, 5, 4640
46, 75.2805, 5, 183
46, 77.2147, 5, 326
45, 76.6925, 5, 87
46, 71.412, 3, 2555
38, 65.2998, 3, 4488
43, 34.0619, 3, 4598
46, 50.1354, 3, 3340
47, 57.4275, 2, 9717
48, 57.9497, 2, 237
39, 19.4004, 3, 4232
35, 9.57447, 3, 2998
35, 11.5087, 3, 402
39, 38.7427, 3, 20805
39, 40.677, 3, 40
36, 23.6364, 3, 1513
37, 26.0928, 4, 375
38, 22.7466, 4, 2122
37, 20.2901, 4, 181
42, 14.1973, 4, 2923
36, 15.8994, 4, 2782
43, 24.3907, 0, 10375
46, 23.0561, 4, 9437
47, 18.7427, 3, 3898
44, 28.7814, 2, 9645
54, 43.675, 5, 41981
57, 52.0116, 5, 1697
63, 42.5725, 5, 4452
38, 50.793, 3, 7748
39, 27.1373, 6, 10626
38, 22.7466, 5, 105
30, 19.5358, 4, 3900
29, 19.0135, 4, 19
42, 20, 6, 6349
44, 6.53772, 7, 12413
46, 24.9903, 8, 9062
44, 10.4062, 7, 12820
47, 56.4603, -2, 41310
40, 68.2785, -2, 5352
46, 47.234, 8, 23167
33, 41.412, 6, 10053
33, 55.9188, 5, 1917
46, 55.9381, 5, 6680
47, 46.7892, 5, 1002
38, 44.9903, 5, 1845
36, 43.9458, 5, 91
36, 43.9458, 5, 506
46, 37.5629, 3, 6057
45, 63.1528, -8, 8411
48, 57.9497, -8, 3072
47, 48.7234, -8, 4547
35, 44.3907, -9, 9492
35, 44.3907, -9, 996
42, 34.5068, 4, 21337
39, 21.3346, 3, 4920
51, 42.1083, 8, 24579
60, 60.3482, 4, 5978
59, 59.8259, 4, 159
45, 35.1064, 2, 9463
44, 38.4526, 2, 141
38, 34.352, 1, 3054
47, 45.8221, 2, 10628
47, 45.8221, 2, 46
48, 43.4429, 2, 1701
49, 44.9323, 3, 7288
40, 37.3308, -2, 7605
40, 39.265, -4, 222
41, 39.7872, -5, 713
36, 21.7021, -2, 4586
28, 32.0309, -3, 1915
29, 38.3559, -3, 322
35, 21.1799, 1, 5460
47, 31.3153, 4, 14406
29, 29.6518, 5, 9303
28, 37.8337, 4, 1454
33, 50.1161, 6, 4813
32, 51.528, 6, 19
42, 34.5068, 11, 19566
45, 45.7447, 9, 1492
45, 45.7447, 9, 118
48, 47.3114, 9, 946
44, 32.6499, 8, 11810
45, 24.4681, 8, 2271
51, 35.3385, 7, 5645
51, 35.3385, 7, 221
52, 33.9265, 7, 543
59, 67.5629, 5, 10747
59, 61.7602, 5, 10437
57, 55.8801, 5, 1373
55, 47.0986, 5, 952
36, 51.6828, 1, 33694
33, 54.9516, 1, 3769
38, 43.0561, 1, 3216
49, 60.4062, 4, 12998
48, 57.9497, 4, 399
41, 65.8994, 3, 10786
43, 61.1412, 2, 1123
42, 60.619, 2, 0
39, 68.7234, 2, 1890
41, 64.9323, 2, 7084
42, 65.4545, 2, 359
40, 60.5416, 2, 54
33, 53.0174, 2, 1269
32, 50.5609, 2, 7
31, 51.9729, 2, 0
31, 53.9072, 2, 440
29, 50.9284, 2, 423
31, 48.1044, 3, 1990
37, 37.6983, 7, 6822
39, 40.677, 8, 623
38, 12.1083, 12, 6009
42, 20, 12, 2605
43, 26.325, 12, 301
41, 25.2805, 11, 156
40, 22.824, 11, 0
52, 53.2689, 9, 24854
59, 59.8259, 5, 13912
45, 45.7447, 5, 6143
50, 28.0464, 8, 7392
51, 39.207, 5, 4892
51, 36.3056, 3, 12760
46, 29.8259, 3, 2797
45, 41.8762, 2, 4559
38, 42.089, 2, 7334
38, 27.5822, 2, 1990
38, 33.3849, 2, 306
53, 59.5938, 4, 22987
55, 64.5068, 4, 908
56, 65.029, 4, 441
54, 64.9516, 4, 1445
38, 20.8124, 6, 8839
42, 28.7041, 7, 2666
46, 19.1876, 4, 40720
46, 14.352, 5, 2073
45, 13.8298, 5, 0
48, 15.3965, 5, 902
47, 22.6112, 5, 1709
51, 21.7988, 14, 13004
38, 32.4178, 1, 36714
45, 69.9226, 2, 6245
41, 35.9188, 7, 16343
41, 47.5242, 6, 1076
40, 51.8375, 5, 7001
39, 52.2824, 6, 383
40, 52.8046, 6, 485
40, 50.8704, 6, 273
42, 49.9807, 2, 669
45, 51.5474, 5, 1730
44, 45.2224, 5, 0
44, 47.1567, 7, 7764
44, 51.0251, 7, 194
46, 50.1354, 7, 463
46, 52.0696, 6, 6158
39, 52.2824, 9, 7410
45, 54.4487, 7, 9117
46, 51.1025, 7, 317
50, 69.6325, 8, 13811
52, 44.5648, 9, 25568
52, 44.5648, 10, 1372
56, 53.4236, 10, 17493
55, 59.6712, 9, 2389
58, 38.0271, 9, 8799
56, 43.7524, 7, 6793
53, 50.8897, 8, 4866
53, 50.8897, 6, 4937
54, 47.5435, 6, 315
52, 55.2031, 5, 340
58, 62.205, 8, 2469
51, 54.6809, 4, 3254
41, 42.6886, 6, 15383
41, 57.1954, 6, 3846
40, 54.7389, 6, 79
36, 31.3733, 5, 3783
36, 33.3075, 4, 8446
35, 30.8511, 3, 99
35, 28.9168, 3, 108
35, 28.9168, 3, 114
40, 28.6267, 4, 4557
41, 31.0832, 4, 270
40, 7.3501, 5, 12834
47, 16.8085, 6, 4162
48, 27.0019, 6, 460
49, 17.853, 2, 8119
49, 19.7872, 2, 434
46, 17.2534, 2, 24951
49, 51.7021, 4, 17687
32, 45.7253, 2, 8733
34, 47.7369, 2, 999
33, 43.3462, 2, 408
33, 41.412, 2, 919
52, 42.6306, 6, 17084
48, 58.9168, 5, 8059
41, 57.1954, 3, 5815
39, 55.1838, 4, 4230
42, 51.9149, 3, 7674
44, 55.8607, 1, 760
44, 61.6634, 1, 119
45, 46.7118, 4, 13257
46, 49.1683, 4, 221
41, 24.3133, 4, 47736
39, 24.236, 3, 1040
41, 24.3133, 3, 921
43, 31.1605, -1, 9344
42, 24.8356, -1, 0
42, 24.8356, -1, 221
56, 34.0812, 2, 12477
50, 14.5068, 2, 2492
39, -0.909091, 4, 8827
40, -0.386847, 4, 273
52, 33.9265, 7, 35648
43, 12.7853, 7, 12140
41, 19.4778, 5, 386
41, 46.5571, 4, 23065
46, 39.4971, 5, 9372
49, 71.0445, 0, 29767
48, 72.4565, -1, 375
50, 67.6983, -1, 861
49, 65.2418, -1, 702
50, 62.8627, 3, 5211
45, 37.0406, 8, 8894
44, 30.7157, 8, 1217
48, 51.1799, 7, 4294
56, 59.2263, 5, 18769
56, 62.1277, 3, 3339
48, 66.6538, 3, 10577
53, 73.1335, 2, 2423
53, 75.0677, 2, 632
53, 71.1992, 2, 2394
52, 70.677, 2, 320
51, 68.2205, 2, 95
52, 63.9072, 3, 12191
54, 70.7544, 3, 832
53, 70.2321, 3, 3
55, 50, 3, 1793
56, 39.8839, 1, 8930
55, 37.4275, 0, 370
51, 51.7795, 4, 25217
47, 41.9536, 5, 2419
51, 43.0754, 6, 3544
52, 47.4662, 6, 402
52, 47.4662, 6, 221
49, 66.2089, 6, 4121
51, 79.8259, 8, 13656
51, 81.7602, 9, 721
51, 81.7602, 9, 368
51, 77.8917, 5, 6007
51, 50.8124, 5, 6797
50, 40.619, 5, 822
46, 50.1354, 5, 1812
51, 52.7466, 2, 7738
53, 61.528, 1, 22653
50, 65.764, 5, 23822
52, 61.9729, 3, 5654
54, 52.3791, 6, 5668
58, 88.3172, 4, 11464
58, 78.646, 6, 3007
59, 57.8917, 7, 26010
51, 52.7466, 7, 19692
52, 62.94, 7, 829
54, 63.0174, 7, 731
61, 57.0019, 7, 4193
63, 62.882, 6, 4391
51, 67.2534, 6, 9619
50, 58.0271, 6, 3298
43, 45.6673, 3, 2784
53, 50.8897, -3, 2928
52, 51.3346, -3, 2953
52, 53.2689, -4, 10865
49, 31.3926, 7, 17943
54, 48.5106, 2, 20499
55, 47.0986, 2, 249
49, 3.34623, 6, 26928
36, 1.39265, 3, 13163
33, -0.174081, 3, 323
34, -11.2573, 2, 21226
27, -1.37331, 1, 3243
28, 4.95164, 1, 1429
29, 5.47389, 1, 271
29, 7.40812, 1, 4189
28, 6.88588, 1, 45
40, 33.4623, 5, 15623
41, 32.0503, 5, 395
43, 34.0619, 3, 2545
42, 28.7041, 3, 970
34, 37.0986, 1, 34166
34, 50.6383, 1, 1900
30, 31.1412, 4, 23138
29, 26.7505, 4, 73
29, 30.619, 2, 268
46, 6.61509, -4, 19392
45, 8.9942, -3, 548
46, 5.64797, -1, 9151
47, 38.0851, -5, 3731
39, 43.5783, -5, 3106
47, 16.8085, 5, 13729
46, 20.1547, 5, 127
42, 44.1779, 5, 9510
42, 28.7041, 3, 21901
42, 24.8356, 3, 794
41, 34.9516, 3, 2632
40, 29.5938, 3, 305
43, 32.1277, 5, 3707
51, 35.3385, 6, 12042
50, 47.3888, -4, 1788
49, 42.9981, -4, 263
46, 46.2669, -5, 10249
42, 44.1779, -4, 3758
51, 56.6151, -6, 8807
44, 9.43907, 8, 27825
41, 15.6093, 8, 6546
38, 9.20696, 7, 9798
35, 23.1141, 8, 11972
37, 35.764, 2, 3707
40, 18.9555, 7, 12203
39, 31.9729, 6, 15224
57, 66.5184, 6, 24527
45, 57.3501, 5, 2111
41, 57.1954, 8, 3141
37, 43.501, 5, 3403
34, 43.8685, 5, 5
48, 50.2128, 8, 9691
42, 25.8027, 11, 7739
44, 24.913, 11, 638
44, 24.913, 11, 268
44, 34.5841, 0, 4288
51, 32.4371, 0, 12240
49, 33.3269, -1, 7193
50, 33.8491, 0, 865
41, 27.2147, 7, 13617
51, 68.2205, 4, 10262
52, 66.8085, 4, 347
53, 71.1992, 4, 387
49, 65.2418, 4, 1743
46, 49.1683, 3, 10047
41, 50.4255, 2, 5385
47, 47.7563, 3, 6248
49, 49.7679, -6, 17715
50, 49.323, -4, 11229
42, 27.7369, 4, 7088
37, 55.1064, 4, 13323
36, 58.4526, 4, 1
38, 61.4313, 4, 664
52, 45.5319, 7, 6528
50, 41.5861, 5, 7238
44, 16.2089, 5, 5180
43, 29.2263, 3, 7824
48, 29.9033, 4, 3851
55, 43.2302, 7, 11559
54, 42.7079, 7, 5
57, 59.7485, 5, 3094
56, 57.2921, 5, 17
55, 50.9671, 5, 94
54, 43.675, 4, 14272
56, 42.7853, 4, 3578
45, 48.646, 0, 3535
37, 69.6132, 3, 9274
38, 70.1354, 3, 1703
37, 57.0406, 2, 13453
40, 28.6267, 1, 12698
40, 32.4952, 1, 1040
36, 32.3404, 1, 1856
39, 29.0716, 1, 24761
42, 6.46035, 1, 17414
40, 9.28433, 0, 17
48, 22.1663, 4, 11122
47, 25.5126, 4, 117
45, 25.4352, 5, 5080
43, 34.0619, 5, 8314
43, 34.0619, 5, 86
39, 28.1044, 6, 880
42, 25.8027, 7, 4490
43, 24.3907, 7, 377
40, 33.4623, 6, 19576
40, 39.265, 6, 1738
40, 33.4623, 6, 750
42, 7.42747, 7, 4965
54, 29.1683, 3, 17217
48, 21.1992, 2, 821
51, 29.5358, 3, 2588
52, 30.058, 3, 634
45, 26.4023, 3, 1945
44, 22.0116, 3, 201
59, 31.7795, 9, 33879
56, 24.4101, 8, 7929
47, 13.9072, 6, 17972
48, 20.2321, 6, 346
47, 48.7234, 8, 10741
39, 45.5126, 10, 5981
42, 25.8027, 8, 13256
42, 20, 10, 4752
40, 8.31721, 10, 11534
38, 16.9439, 9, 1479
37, 29.9613, 8, 961
39, 9.72921, -3, 20133
54, 45.6093, 8, 21402
45, 56.383, 7, 8140
52, 47.4662, 6, 5942
54, 34.0039, 8, 15060
53, 47.0213, 7, 6056
51, 58.5493, 4, 5014
51, 58.5493, 4, 221
52, 20.3868, 8, 25159
57, 17.1954, 8, 5396
56, 18.6074, 8, 0
57, 17.1954, 10, 10665
56, 24.4101, 10, 1183
43, 8.91683, 7, 12728
44, 9.43907, 7, 477
47, 21.6441, 8, 4968
48, 22.1663, 8, 273
48, 24.1006, 8, 274
38, 13.0754, 2, 26857
38, 16.9439, 2, 488
44, 23.9458, 6, 21727
43, 30.1934, 4, 11338
43, 35.9961, 4, 206
45, 27.3694, 1, 11771
50, 57.06, 2, 54709
53, 67.3308, -1, 4843
54, 63.0174, 0, 3330
51, 69.1876, 4, 8019
43, 45.6673, 8, 7562
48, 33.7718, 7, 4195
45, 43.8104, 5, 1901
48, 81.1605, 1, 11681
44, 73.2689, 5, 14341
49, 56.5377, 5, 2431
47, 38.0851, 4, 33441
44, 42.3211, 3, 31
43, 41.7988, 2, 15
43, 47.6015, 2, 1565
42, 44.1779, 3, 1288
44, 45.2224, 3, 1775
46, 23.0561, 0, 7152
44, 39.4197, 1, 7586
40, 40.2321, 6, 17882
48, 35.706, 7, 6876
58, 50.5996, 6, 5592
54, 52.3791, 6, 370
58, 47.6983, 5, 3294
49, 55.5706, 4, 4444
50, 39.6518, 4, 17748
44, 63.5977, 4, 22287
58, 56.4023, 8, 13112
50, 82.205, 8, 11136
51, 92.3985, 5, 2589
49, 85.5513, 5, 516
48, 83.0948, 5, 0
47, 65.1644, 4, 8136
47, 65.1644, 4, 14
53, 69.265, 5, 15133
56, 62.1277, 6, 5704
57, 60.7157, 6, 231
49, 65.2418, 3, 10929
51, 79.8259, 6, 4191
47, 93.2108, 5, 270
52, 70.677, 6, 5222
52, 72.6112, 6, 90
59, 36.6151, 6, 18989
61, 39.5938, 6, 987
59, 37.5822, 6, 512
59, 50.1547, 5, 1093
64, 67.2727, -1, 3036
63, 60.9478, -1, 27
61, 79.2456, -2, 4356
62, 63.3269, -1, 5049
57, 86.8279, 2, 13898
45, 61.2186, 1, 3624
34, 6.15087, 4, 7203
48, 45.3772, 8, 57573
49, 51.7021, 8, 789
50, 58.9942, 6, 12521
46, 55.9381, 7, 9152
41, 37.853, 7, 7018
48, 41.5087, 6, 31558
39, 33.9072, 7, 2686
37, 31.8956, 4, 2063
43, 19.5551, 5, 6023
49, 26.5571, 5, 9049
44, 17.176, 7, 2078
45, 15.764, 7, 378
49, 37.1954, 8, 4444
50, 86.0735, 6, 30334
52, 88.0851, 6, 8471
53, 90.5416, 7, 229
63, 97.6983, 5, 14135
62, 93.3075, 5, 113
56, 80.5029, 5, 673
57, 84.8936, 5, 239
43, 69.8453, 4, 9174
48, 70.5222, 3, 6607
39, 56.1509, 2, 16479
46, 52.0696, 7, 7825
44, 45.2224, 7, 90
40, 42.1663, 4, 5371
42, 27.7369, 6, 7378
50, 13.5397, 4, 17650
50, 13.5397, 4, 240
49, 13.0174, 4, 83
51, 56.6151, 4, 8764
45, 42.8433, 3, 15209
45, 52.5145, 3, 879
43, 35.029, 5, 12111
49, 48.8008, 4, 38925
47, 47.7563, 8, 6443
48, 50.2128, 9, 626
49, 54.6035, 9, 273
49, 68.1431, 9, 642
48, 44.4101, 9, 8934
47, 49.6905, 7, 2429
49, 30.4255, 8, 30712
49, 47.8337, 6, 12564
52, 55.2031, 5, 12796
50, 40.619, 7, 4610
39, 61.9536, 4, 8114
39, 58.0851, 4, 589
40, 45.0677, 3, 12086
40, 49.9033, -12, 20903
48, 53.1141, -8, 14485
48, 33.7718, -7, 3152
48, 38.6074, 3, 10391
54, 40.7737, 5, 14759
54, 40.7737, 5, 340
53, 38.3172, 5, 61
54, 38.8395, 5, 241
34, 35.1644, 2, 14075
45, 42.8433, -5, 8069
36, 36.2089, -5, 757
38, 44.9903, -5, 609
55, 52.9014, 2, 28575
59, 63.6944, 0, 8724
53, 41.2186, 6, 60351
50, 29.9807, 7, 3314
50, 31.9149, 7, 102
44, 22.9787, 5, 1102
46, 23.0561, 7, 2448
42, 51.9149, 8, 24363
44, 51.0251, 8, 455
43, 48.5687, 8, 159
56, 29.2456, 13, 14373
55, 47.0986, 10, 30233
54, 42.7079, 10, 107
51, 45.9768, 12, 5134
50, 35.7834, 5, 33089
46, 15.3191, 4, 2303
47, 17.7756, 4, 269
42, 34.5068, 4, 13317
41, 24.3133, 6, 4198
42, 26.7698, 6, 443
41, 32.0503, 4, 9815
42, 31.6054, 5, 9248
43, 30.1934, 5, 225
54, 42.7079, 6, 22153
46, 35.6286, 5, 22033
43, 21.4894, 5, 15032
42, 22.9014, 5, 3
42, 22.9014, 5, 54
44, 43.2882, 5, 3155
45, 45.7447, 5, 287
34, 22.5919, 4, 6933
50, 22.2437, 3, 17654
54, 8.8588, 4, 23407
52, 2.01161, 4, 1767
51, -2.37911, 4, 103
52, -5.72534, 5, 2645
46, 0.812379, 3, 2108
46, 37.5629, 3, 14398
40, 63.4429, 2, 7360
38, 67.234, 3, 2349
36, 66.1896, 2, 1178
47, 58.3946, 2, 8249
51, 64.352, 3, 3316
51, 58.5493, 3, 232
49, 57.5048, 3, 182
44, 54.8936, 2, 7036
43, 40.8317, 6, 16144
42, 44.1779, 7, 1204
44, 48.1238, 4, 3859
47, 47.7563, 4, 1978
56, 57.2921, 5, 13762
39, 40.677, 2, 11198
38, 38.2205, 2, 23
37, 37.6983, 2, 9
46, 33.6944, 7, 13068
41, 38.8201, 2, 5181
54, 72.6886, 1, 16469
59, 85.9381, 3, 6950
54, 69.7872, 5, 12276
54, 69.7872, 5, 868
51, 66.2863, 6, 272
53, 72.1663, 5, 6008
53, 76.0348, 5, 1632
52, 73.5783, 5, 37
54, 73.6557, 6, 1524
43, 55.3385, 5, 18098
42, 52.882, 5, 405
40, 47.9691, 6, 4465
38, 44.9903, 4, 9322
36, 43.9458, 3, 1520
36, 43.9458, 3, 289
51, 47.911, -4, 21712
53, 57.6596, -3, 966
50, 39.6518, 7, 11804
49, 50.735, 4, 5089
51, 46.9439, 2, 41935
65, 93.9072, 4, 7888
44, 76.1702, 1, 26680
46, 65.6093, 2, 1229
43, 62.1083, 2, 5056
50, 38.6847, 8, 18532
42, 41.2766, 10, 18736
42, 41.2766, 10, 32
46, 41.4313, 7, 24112
44, 33.617, 7, 0
41, 34.9516, 8, 1068
49, 18.8201, 12, 16181
54, 7.89168, 14, 4049
45, 33.1721, 9, 19140
43, 19.5551, 9, 1555
35, 30.8511, 1, 6823
37, 31.8956, 1, 508
37, 26.0928, 1, 506
40, 27.6596, 2, 989
39, 29.0716, 3, 365
51, 24.7002, -1, 20402
53, 40.2515, 6, 8631
45, 35.1064, 5, 2572
44, 32.6499, 5, 7
50, 32.882, 8, 1778
47, 38.0851, 5, 10234
46, 37.5629, 5, 3
45, 38.9749, 4, 97
56, 74.7002, 6, 12600
57, 77.1567, 7, 1427
56, 70.8317, 9, 5108
57, 48.1431, 6, 6500
48, 51.1799, 5, 3689
48, 55.0484, 4, 994
57, 69.4197, 4, 10121
56, 66.9632, 4, 119
50, 35.7834, 4, 15243
54, 34.0039, 4, 3026
54, 39.8066, 5, 550
48, 64.7195, 6, 9184
45, 72.824, 4, 2749
44, 51.0251, 4, 4173
47, 46.7892, 5, 1890
46, 47.234, 5, 577
57, 63.617, 5, 6585
47, 52.5919, 5, 23792
45, 49.6132, 3, 7803
50, 40.619, 5, 9506
44, 51.9923, 3, 34728
49, 70.0774, 5, 20990
54, 47.5435, 10, 21769
45, 51.5474, 7, 10240
44, 51.0251, 7, 347
46, 28.8588, 8, 6303
46, 34.6615, 9, 1051
42, 50.9478, 6, 2780
48, 3.7911, 2, 31469
46, -1.12186, 4, 1551
40, 19.9226, 7, 26287
41, 46.5571, 7, 5842
43, 45.6673, 8, 963
42, 47.0793, 8, 453
45, 53.4816, 9, 5451
43, 61.1412, 9, 25889
55, 70.3095, 12, 10833
49, 72.9787, 5, 2255
50, 73.501, 5, 666
51, 63.3849, 4, 4713
48, 63.7524, 5, 9581
47, 55.4932, 5, 885
46, 53.0368, 5, 205
47, 59.3617, 5, 225
48, 56.9826, 5, 239
39, 37.7756, 4, 6352
46, 40.4642, 4, 8474
44, 37.4855, 4, 4979
55, 23.8878, 5, 30702
51, 17.9304, 3, 6620
52, 2.97872, 8, 6045
51, 0.522244, 8, 387
52, 2.01161, 8, 590
44, 10.4062, 8, 12325
43, 5.04836, 8, 10729
45, 16.7311, 10, 3949
52, 26.1896, 11, 9742
33, 36.5764, 7, 25768
30, 34.0426, 2, 2231
31, 34.5648, 2, 269
41, 24.3133, -2, 19649
45, 27.3694, -2, 2030
45, 25.4352, -2, 226
44, 34.5841, -2, 246
42, 40.3095, -2, 3087
42, 37.4081, -1, 2603
47, 51.6248, 6, 20995
47, 51.6248, 6, 148
48, 52.147, 6, 386
51, 56.6151, 5, 4057
54, 44.6422, 4, 1995
53, 46.0542, 4, 529
48, 18.2979, 5, 30383
54, 36.9052, 6, 24994
58, 28.3559, 7, 4747
53, 49.9226, 4, 22761
51, 45.9768, 1, 1028
52, 49.4004, 1, 588
53, 51.8569, 1, 461
48, 47.3114, 2, 25743
43, 37.9304, 2, 1705
51, 42.1083, 1, 5956
51, 42.1083, 1, 108
50, 38.6847, 1, 93
51, 13.0948, 5, 15034
40, 28.6267, 2, 18704
40, 41.1992, 4, 3895
38, 57.5629, 7, 7320
38, 60.4642, 7, 486
43, 89.1876, 5, 4300
40, 79.8839, 5, 357
43, 83.3849, 5, 9646
43, 83.3849, 5, 100
42, 86.7311, 5, 178
57, 80.058, 7, 22428
55, 65.4739, 7, 3940
54, 61.0832, 7, 145
59, 69.4971, 7, 4683
60, 70.0193, 7, 321
55, 64.5068, 7, 6827
58, 62.205, 8, 2333
56, 60.1934, 5, 6094
41, 38.8201, 3, 22345
61, 23.1528, 11, 25241
61, 23.1528, 11, 194
49, 14.9516, 7, 17861
49, 16.8859, 6, 1754
49, 3.34623, 5, 3669
48, 10.5609, 4, 669
48, 10.5609, 4, 221
